"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","scenario","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04","final_FP01_yr04","final_FP02_yr04","final_FP03_yr04","final_FP04_yr04"
475,100,100,5,5,"rectangle",10000,"large",1,3,150,4,1,0.25,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,5.48899705378971e-12,3.99228565846057e-11,NA,1,1,99.9330844887129,100,1,89.1048339868934,99.9293827410408,99.9330833662838,99.9330844887129,12.4508131052623,0.00100666454093806,7.08942140408291e-08,5.48899705378971e-12,1.28318612652388e-14,5.43140126210647e-15,9.46891270812725e-16,NA
476,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,8.05056460186677e-11,5.69566392871555e-10,NA,0.75,0.75,99.933084411224,100,1,55.6621514234311,99.0214487943192,99.932733193363,99.933084411224,6.7363688642788,0.00922468527162815,8.42554726144407e-07,8.05056460186677e-11,1.46502396652743e-13,1.02061993337128e-13,3.99744885679749e-14,NA
477,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,7.32932356366533e-10,5.18711890633354e-09,NA,0.75,0.75,99.9330843505291,100,1,36.5223693701369,97.4065979856882,99.9325454252529,99.9330843505291,29.8229492916824,0.0757507410573779,7.75451333063526e-06,7.32932356366533e-10,1.15385735394237e-12,1.13072335893747e-12,3.43306632600682e-13,NA
478,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0.25,1.9228836088269e-08,1.36298798261751e-07,NA,0.75,0.75,99.9330818124856,100,1,15.5212158985315,86.7648789480827,99.915218377841,99.9330818124856,54.3061925679773,1.79841740488246,0.000234398911181933,1.9228836088269e-08,1.88045680689283e-11,3.12691488091876e-11,1.89944329822055e-11,NA
479,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.52516386554138e-09,1.08057860762672e-08,NA,0.75,0.75,99.9330842330966,100,1,18.490553086002,94.4564172935275,99.9321219237576,99.9330842330966,47.9488641934816,0.155382051730055,1.77903961890461e-05,1.52516386554138e-09,1.7103964998955e-12,2.54895386090156e-12,1.21598455785097e-12,NA
480,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0.25,5.03034573436848e-08,3.56811796140625e-07,NA,0.75,0.75,99.9330742619561,100,1,7.21440013018732,78.2763083549406,99.8630458926101,99.9330742619561,63.4360232244086,4.11675171627621,0.000650022374257696,5.03034573436848e-08,3.68712447404714e-11,8.1304343660402e-11,6.26551701367711e-11,NA
481,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,4.71521754246967e-12,3.33536510621414e-11,NA,1,1,99.9330844887189,100,1,82.3511075251579,99.9291753680169,99.9330833764864,99.9330844887189,2.27339691435798,0.000538933801207648,4.80380178086165e-08,4.71521754246967e-12,8.66938249009037e-15,6.42911392386034e-15,1.79776764165745e-15,NA
482,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.70693416015892e-11,1.91465978073723e-10,NA,1,1,99.9330844879851,100,1,74.5735867640035,99.9204058865286,99.9330807029208,99.9330844879851,11.9866501101032,0.0030649747542148,2.7455455502666e-07,2.70693416015892e-11,5.07246344911412e-14,3.61765877826258e-14,1.00905239588291e-14,NA
483,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,6.79323578705158e-11,4.80535871346148e-10,NA,0.75,0.75,99.9330844863417,100,1,62.922755640193,99.895982170824,99.9330746647495,99.9330844863417,25.1513202437034,0.00780925105313354,6.93716267753114e-07,6.79323578705158e-11,1.24663117160994e-13,9.22310062575916e-14,2.65360085252922e-14,NA
484,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.39485949894079e-10,9.86810390047279e-10,NA,0.75,0.75,99.9330844823331,100,1,49.4842656035915,99.8016152569913,99.9330597800246,99.9330844823331,39.0791678614899,0.0163885761126178,1.44027756677836e-06,1.39485949894079e-10,2.4817464258647e-13,1.92808575265121e-13,5.89252953089869e-14,NA
485,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.98670937737677e-10,1.40558240259071e-09,NA,0.75,0.75,99.9330844751623,100,1,41.0618390420054,99.6058224908742,99.9330327733737,99.9330844751623,46.8483985293109,0.0234034981422279,2.06243363860548e-06,1.98670937737677e-10,3.51279540586526e-13,2.72738820689526e-13,8.80408903662814e-14,NA
486,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.19689279232067e-12,8.46269855124031e-12,NA,1,1,99.9330844889321,100,1,90.8215548172392,99.9319423830463,99.9330841702793,99.9330844889321,0.757111556783578,0.000126624757219217,1.17792085059562e-08,1.19689279232067e-12,2.46267909968588e-15,1.46516594723016e-15,3.58900894450381e-16,NA
487,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,6.985627756857e-12,4.93971259924158e-11,NA,1,1,99.9330844887929,100,1,88.2700199129389,99.9304038580677,99.9330836714371,99.9330844887929,4.92593752516569,0.000752157644680854,6.92867509254048e-08,6.985627756857e-12,1.40212415448949e-14,8.78380730240648e-15,2.21723750244924e-15,NA
488,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.04519122354665e-11,1.44622919077559e-10,NA,1,1,99.9330844884038,100,1,82.6474971476288,99.9259230685986,99.9330822614809,99.9330844884038,11.2313705698054,0.00221030068752907,2.03168060843959e-07,2.04519122354665e-11,4.091204236671e-14,2.57619298157069e-14,6.5854528330306e-15,NA
489,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,4.67206807045865e-11,3.30383245446337e-10,NA,1,1,99.9330844877326,100,1,74.3508432473644,99.9184194932665,99.933079846772,99.9330844877326,24.6619645825826,0.00504553298665853,4.64151666045183e-07,4.67206807045865e-11,9.2920387523165e-14,5.95511756090116e-14,1.48859338697071e-14,NA
490,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,8.85058937214704e-11,6.25925539332021e-10,NA,0.75,1,99.9330844864827,100,1,65.6843103859674,99.9030317339082,99.9330753143979,99.9330844864827,33.1265532738952,0.00976610714957491,8.87319076344179e-07,8.85058937214704e-11,1.72378497560272e-13,1.14143352595184e-13,3.05489448907517e-14,NA
491,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,8.44802891480669e-13,5.97288852727258e-12,NA,1,1,99.9330844889602,100,1,93.598034257046,99.9323214693452,99.9330842756089,99.9330844889602,0.658077990492294,8.75793720027858e-05,8.25039737266497e-09,8.44802891480669e-13,1.74943847785843e-15,1.04697455959786e-15,2.29101987328688e-16,NA
492,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,4.15564724375995e-12,2.93812782744413e-11,NA,1,1,99.9330844888911,100,1,92.2261886514884,99.931584853735,99.9330840300839,99.9330844888911,3.46391937181995,0.000435458805236228,4.07286540440322e-08,4.15564724375995e-12,8.65313541078966e-15,5.02470566975652e-15,1.20501509293756e-15,NA
493,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.2048674965603e-11,8.51860701833077e-11,NA,1,1,99.9330844887067,100,1,89.3078102188378,99.9295517050827,99.933083369864,99.9330844887067,7.57511412050744,0.00125749453667723,1.17920647706537e-07,1.2048674965603e-11,2.50726069517822e-14,1.46613272982007e-14,3.41635376457651e-15,NA
494,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.56621124769641e-11,1.81431990398041e-10,NA,1,1,99.9330844883685,100,1,84.7136266520643,99.925768190316,99.9330821538903,99.9330844883685,15.6943387351976,0.00267272912011745,2.50893761186067e-07,2.56621124769641e-11,5.36907762255623e-14,3.09576250969306e-14,7.25420539765226e-15,NA
495,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,3.73440325354391e-11,2.64035893514303e-10,NA,1,1,99.9330844881008,100,1,80.555690621577,99.9228538755446,99.9330811975556,99.9330844881008,23.624065991097,0.00392606252601971,3.66571688616157e-07,3.73440325354391e-11,7.72852859188222e-14,4.553401198135e-14,1.09264612080103e-14,NA
496,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,45,45,100,1,1,100,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,5.56153214580923e-13,3.93148311889829e-12,NA,1,1,99.9330844889818,100,1,95.3325429131852,99.9326096512977,99.9330843561784,99.9330844889818,0.393709747794015,5.62826741526972e-05,5.37208897633749e-09,5.56153214580923e-13,1.19987653670909e-15,6.51266677327743e-16,1.40269677621402e-16,NA
497,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,45,45,100,5,5,100,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.81928737440251e-12,1.99300956705957e-11,NA,1,1,99.9330844889289,100,1,94.3463497599919,99.932020824547,99.9330841666766,99.9330844889289,2.30898981278685,0.000286635205856486,2.72831544455158e-08,2.81928737440251e-12,6.06043946259014e-15,3.30865124394438e-15,7.26123288744258e-16,NA
498,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,8.60226352742738e-12,6.08150286724816e-11,NA,1,1,99.9330844888139,100,1,92.5022935629841,99.9308169655964,99.9330837598892,99.9330844888139,6.89634560784642,0.00088773307747088,8.37581869794986e-08,8.60226352742738e-12,1.82434773615112e-14,1.02019659197666e-14,2.35956864099729e-15,NA
499,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.62667902386119e-11,1.14997137832225e-10,NA,1,1,99.933084488646,100,1,89.294205585904,99.9289839597956,99.9330831608681,99.933084488646,12.9014839636867,0.00166674482576361,1.57925928544341e-07,1.62667902386119e-11,3.47086762179483e-14,1.92129688455361e-14,4.32829639089764e-15,NA
500,100,100,5,5,"rectangle",10000,"large",1,3,150,4,2,0.5,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,3.653902401331e-11,2.58322557767938e-10,NA,1,1,99.9330844882476,100,1,87.0390473114532,99.9248674330926,99.9330817522164,99.9330844882476,18.5694172945174,0.00376988939941614,3.55881742727711e-07,3.653902401331e-11,7.69923653212542e-14,4.39457519241795e-14,9.91190608965565e-15,NA
501,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.91813539617769e-10,1.3227248997966e-09,NA,0.75,0.75,99.9330844814033,100,1,57.1183021051724,99.7281071536323,99.9330564325967,99.9330844814033,8.68322060028796,0.0174687979373759,1.78732658505019e-06,1.91813539617769e-10,3.50137856984609e-13,2.63392778637369e-13,7.85380208824179e-14,NA
502,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.6545154884228e-09,1.83021822198084e-08,NA,0.75,0.75,99.9330843454099,100,1,34.2459146466086,97.0954290055552,99.9325539560409,99.9330843454099,35.3544693099382,0.228581396791193,2.63726175666948e-05,2.6545154884228e-09,3.75687510395044e-12,4.25038831615375e-12,1.58087690901624e-12,NA
503,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0.25,0.5,0.000217731499967229,0.00147219267062798,NA,0.5,0.5,99.9140280132882,100,1,7.73430784970101,23.8516240170274,89.0208317204227,99.9140280132882,77.9792912148925,57.7889555615758,1.51920677683794,0.000217731499967229,8.40155101405898e-08,3.2287808317438e-07,3.88166007821352e-07,NA
504,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,3.37723929455758e-08,2.32750324650572e-07,NA,0.75,0.75,99.933082168805,100,1,10.7823198104196,85.9999534475732,99.9205082157672,99.933082168805,58.255810309689,2.37871467116211,0.000389061677569223,3.37723929455758e-08,2.30708029676951e-11,5.88519457692191e-11,4.03583763619674e-11,NA
505,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0.25,0.5,0.000559399886497482,0.00377954608244387,NA,0.5,0.5,99.8960749458407,100,1,1.90182226630704,15.5746644725344,82.5772163253094,99.8960749458407,83.6761714069838,61.574297023421,3.60092055404524,0.000559399886497482,7.28481803855376e-08,5.70596707885952e-07,1.41183363673613e-06,NA
